,Close,High,Low,Open,Volume,SMA_50,SMA_200,Trend,Crossover,Average_50,Median_50,DC_Upper_20,DC_Lower_20,DC_Mid_20,SMA_50_upper_2.0,SMA_50_lower_2.0,SMA_vs_Median_50_50,Median_Crossover_50_50,Median_Crossover_50_50_num,HL_range,Chaikin_Volatility_100,"('Close', '^GSPC')","('High', '^GSPC')","('Low', '^GSPC')","('Open', '^GSPC')","('Volume', '^GSPC')"
2000-03-20,1456.6300048828125,1470.300048828125,1448.489990234375,1464.469970703125,920800000.0,1404.47919921875,,Hold,False,1404.47919921875,1401.8699951171875,1477.3299560546875,1325.0699462890625,1401.199951171875,1432.568783203125,1376.389615234375,2.6092041015624545,Above,1,21.81005859375,32.94013284454044,,,,,
2000-03-21,1493.8699951171875,1493.9200439453125,1446.06005859375,1456.6300048828125,1065900000.0,1405.5271997070313,,Hold,False,1405.5271997070313,1401.8699951171875,1493.9200439453125,1325.0699462890625,1409.4949951171875,1433.637743701172,1377.4166557128906,3.6572045898437864,Above,1,47.8599853515625,33.23557546844187,,,,,
2000-03-22,1500.6400146484375,1505.0799560546875,1487.3299560546875,1493.8699951171875,1075000000.0,1406.3880004882812,,Hold,False,1406.3880004882812,1401.8699951171875,1505.0799560546875,1325.0699462890625,1415.074951171875,1434.5157604980468,1378.2602404785157,4.51800537109375,Above,1,17.75,32.92893040966085,,,,,
2000-03-23,1527.3499755859375,1532.5,1492.3900146484375,1500.6400146484375,1078300000.0,1408.163798828125,,Hold,False,1408.163798828125,1401.8699951171875,1532.5,1325.0699462890625,1428.7849731445312,1436.3270748046875,1380.0005228515624,6.293803710937482,Above,1,40.1099853515625,33.07112951742128,,,,,
2000-03-24,1527.4599609375,1552.8699951171875,1516.8299560546875,1527.3499755859375,1052200000.0,1410.067998046875,,Hold,False,1410.067998046875,1401.8699951171875,1552.8699951171875,1325.0699462890625,1438.969970703125,1438.2693580078123,1381.8666380859374,8.19800292968739,Above,1,36.0400390625,33.12991980544264,,,,,
2000-03-27,1523.8599853515625,1534.6300048828125,1518.4599609375,1527.4599609375,901000000.0,1411.5515966796875,,Hold,False,1411.5515966796875,1401.8699951171875,1552.8699951171875,1346.6199951171875,1449.7449951171875,1439.7826286132813,1383.3205647460936,9.681601562499964,Above,1,16.1700439453125,32.794080679499466,,,,,
2000-03-28,1507.72998046875,1527.3599853515625,1507.0899658203125,1523.8599853515625,959100000.0,1412.4031958007813,,Hold,False,1412.4031958007813,1401.8699951171875,1552.8699951171875,1346.6199951171875,1449.7449951171875,1440.6512597167969,1384.1551318847658,10.533200683593805,Above,1,20.27001953125,32.546079468643036,,,,,
2000-03-29,1508.52001953125,1521.449951171875,1497.449951171875,1507.72998046875,1061900000.0,1413.4707958984375,,Hold,False,1413.4707958984375,1401.8699951171875,1552.8699951171875,1346.6199951171875,1449.7449951171875,1441.7402118164061,1385.2013799804688,11.600800781249973,Above,1,24.0,32.37685017223426,,,,,
2000-03-30,1487.9200439453125,1517.3800048828125,1474.6300048828125,1508.52001953125,1193400000.0,1414.1111962890625,,Hold,False,1414.1111962890625,1401.8699951171875,1552.8699951171875,1346.6199951171875,1449.7449951171875,1442.3934202148437,1385.8289723632813,12.241201171874991,Above,1,42.75,32.582259079714774,,,,,
2000-03-31,1498.5799560546875,1519.81005859375,1484.3800048828125,1487.9200439453125,1227400000.0,1415.171396484375,,Hold,False,1415.171396484375,1401.8699951171875,1552.8699951171875,1346.6199951171875,1449.7449951171875,1443.4748244140626,1386.8679685546874,13.301401367187509,Above,1,35.4300537109375,32.63865105261027,,,,,
2000-04-03,1505.969970703125,1507.18994140625,1486.9599609375,1498.5799560546875,1021700000.0,1416.4635961914062,,Hold,False,1416.4635961914062,1401.8699951171875,1552.8699951171875,1346.6199951171875,1449.7449951171875,1444.7928681152343,1388.134324267578,14.593601074218668,Above,1,20.22998046875,32.392934803424914,,,,,
2000-04-04,1494.72998046875,1526.449951171875,1416.4100341796875,1505.97998046875,1515460000.0,1418.3275952148438,,Hold,False,1418.3275952148438,1403.0700073242188,1552.8699951171875,1346.6199951171875,1449.7449951171875,1446.6941471191408,1389.9610433105468,15.257587890625018,Above,1,110.0399169921875,33.93049880716279,,,,,
2000-04-05,1487.3699951171875,1506.550048828125,1478.050048828125,1494.72998046875,1110300000.0,1419.87439453125,,Hold,False,1419.87439453125,1403.0700073242188,1552.8699951171875,1356.989990234375,1454.9299926757812,1448.2718824218748,1391.476906640625,16.80438720703114,Above,1,28.5,33.822964177317985,,,,,
2000-04-06,1501.3399658203125,1511.760009765625,1487.3699951171875,1487.3699951171875,1008000000.0,1421.81939453125,,Hold,False,1421.81939453125,1405.5850219726562,1552.8699951171875,1356.989990234375,1454.9299926757812,1450.255782421875,1393.3830066406251,16.234372558593805,Above,1,24.3900146484375,33.636173097538176,,,,,
2000-04-07,1516.3499755859375,1518.6800537109375,1501.3399658203125,1501.3399658203125,891600000.0,1424.1751928710937,,Hold,False,1424.1751928710937,1409.14501953125,1552.8699951171875,1356.989990234375,1454.9299926757812,1452.6586967285157,1395.6916890136717,15.030173339843714,Above,1,17.340087890625,33.31347834096564,,,,,
2000-04-10,1504.4599609375,1527.18994140625,1503.3499755859375,1516.3499755859375,853700000.0,1427.06119140625,,Hold,False,1427.06119140625,1409.2250366210938,1552.8699951171875,1356.989990234375,1454.9299926757812,1455.602415234375,1398.5199675781248,17.836154785156168,Above,1,23.8399658203125,33.12588403362597,,,,,
2000-04-11,1500.5899658203125,1512.800048828125,1486.780029296875,1504.4599609375,971400000.0,1429.1837915039061,,Hold,False,1429.1837915039061,1410.4949951171875,1552.8699951171875,1356.989990234375,1454.9299926757812,1457.7674673339843,1400.600115673828,18.68879638671865,Above,1,26.02001953125,32.98517384546011,,,,,
2000-04-12,1467.1700439453125,1509.0799560546875,1466.1500244140625,1500.5899658203125,1175900000.0,1430.341591796875,,Hold,False,1430.341591796875,1414.2699584960938,1552.8699951171875,1392.1500244140625,1472.510009765625,1458.9484236328126,1401.7347599609375,16.071633300781286,Above,1,42.929931640625,33.182099742394065,,,,,
2000-04-13,1440.510009765625,1477.52001953125,1439.3399658203125,1467.1700439453125,1032000000.0,1430.9693920898437,,Hold,False,1430.9693920898437,1420.5349731445312,1552.8699951171875,1416.4100341796875,1484.6400146484375,1459.5887799316406,1402.3500042480468,10.434418945312473,Above,1,38.1800537109375,33.281069127909774,,,,,
2000-04-14,1356.56005859375,1440.510009765625,1339.4000244140625,1440.510009765625,1279700000.0,1429.6011938476563,,Hold,False,1429.6011938476563,1414.2699584960938,1552.8699951171875,1339.4000244140625,1446.135009765625,1458.1932177246094,1401.0091699707032,15.331235351562555,Above,1,101.1099853515625,34.62421598382369,,,,,
2000-04-17,1401.43994140625,1401.530029296875,1346.5,1356.56005859375,1204700000.0,1429.1425927734374,,Hold,False,1429.1425927734374,1410.4400024414062,1552.8699951171875,1339.4000244140625,1446.135009765625,1457.7254446289062,1400.5597409179686,18.70259033203115,Above,1,55.030029296875,35.028291494973224,,,,,
2000-04-18,1441.6099853515625,1441.6099853515625,1397.81005859375,1401.43994140625,1109400000.0,1429.4899926757812,,Hold,False,1429.4899926757812,1410.4400024414062,1552.8699951171875,1339.4000244140625,1446.135009765625,1458.0797925292968,1400.9001928222656,19.049990234374945,Above,1,43.7999267578125,35.20198724275222,,,,,
2000-04-19,1427.469970703125,1447.68994140625,1424.260009765625,1441.6099853515625,1001400000.0,1429.2049926757813,,Hold,False,1429.2049926757813,1410.4400024414062,1552.8699951171875,1339.4000244140625,1446.135009765625,1457.789092529297,1400.6208928222657,18.76499023437509,Above,1,23.429931640625,34.96887723082891,,,,,
2000-04-20,1434.5400390625,1435.489990234375,1422.0799560546875,1427.469970703125,896200000.0,1429.6615942382812,,Hold,False,1429.6615942382812,1413.0,1552.8699951171875,1339.4000244140625,1446.135009765625,1458.2548261230468,1401.0683623535156,16.661594238281168,Above,1,13.4100341796875,34.54196944763799,,,,,
2000-04-24,1429.8599853515625,1434.5400390625,1407.1300048828125,1434.5400390625,868700000.0,1429.9221948242186,,Hold,False,1429.9221948242186,1418.3200073242188,1534.6300048828125,1339.4000244140625,1437.0150146484375,1458.5206387207031,1401.3237509277342,11.6021874999999,Above,1,27.4100341796875,34.40074300668847,,,,,
2000-04-25,1477.43994140625,1477.6700439453125,1429.8599853515625,1429.8599853515625,1071100000.0,1431.72859375,,Hold,False,1431.72859375,1428.6649780273438,1527.3599853515625,1339.4000244140625,1433.3800048828125,1460.3631656250002,1403.094021875,3.0636157226563228,Above,1,47.81005859375,34.666274008412465,,,,,
2000-04-26,1460.989990234375,1482.93994140625,1456.97998046875,1477.43994140625,999600000.0,1433.1495947265626,,Hold,False,1433.1495947265626,1432.2000122070312,1527.18994140625,1339.4000244140625,1433.2949829101562,1461.812586621094,1404.4866028320312,0.9495825195313046,Above,1,25.9599609375,34.4938717693845,,,,,
2000-04-27,1464.9200439453125,1469.2099609375,1434.81005859375,1460.989990234375,1111000000.0,1434.4069946289062,,Hold,False,1434.4069946289062,1437.5250244140625,1527.18994140625,1339.4000244140625,1433.2949829101562,1463.0951345214844,1405.718854736328,-3.1180297851562955,Below,-1,34.39990234375,34.492010988678864,,,,,
2000-04-28,1452.4300537109375,1473.6199951171875,1448.1500244140625,1464.9200439453125,984600000.0,1435.7021948242189,,Hold,False,1435.7021948242189,1441.0599975585938,1527.18994140625,1339.4000244140625,1433.2949829101562,1464.4162387207032,1406.9881509277345,-5.3578027343749,Below,-1,25.469970703125,34.31335672559859,,,,,
2000-05-01,1468.25,1481.510009765625,1452.4300537109375,1452.4300537109375,966300000.0,1437.3019946289062,,Hold,False,1437.3019946289062,1447.02001953125,1527.18994140625,1339.4000244140625,1433.2949829101562,1466.0480345214844,1408.555954736328,-9.718024902343814,Below,-1,29.0799560546875,34.2097250291449,,,,,
2000-05-02,1446.2900390625,1468.25,1445.219970703125,1468.25,1011500000.0,1439.30599609375,,Hold,False,1439.30599609375,1449.3600463867188,1527.18994140625,1339.4000244140625,1433.2949829101562,1468.0921160156252,1410.519876171875,-10.054050292968668,Below,-1,23.030029296875,33.988344915634606,,,,,
2000-05-03,1415.0999755859375,1446.2900390625,1398.3599853515625,1446.2900390625,991600000.0,1440.5645947265625,,Hold,False,1440.5645947265625,1449.3600463867188,1527.18994140625,1339.4000244140625,1433.2949829101562,1469.3758866210937,1411.7533028320313,-8.795451660156232,Below,-1,47.9300537109375,34.264418357125756,,,,,
2000-05-04,1409.5699462890625,1420.989990234375,1404.93994140625,1415.0999755859375,925800000.0,1441.5421948242188,,Hold,False,1441.5421948242188,1449.3600463867188,1527.18994140625,1339.4000244140625,1433.2949829101562,1470.373038720703,1412.7113509277344,-7.817851562499982,Below,-1,16.050048828125,33.903737772393065,,,,,
2000-05-05,1432.6300048828125,1436.030029296875,1405.0799560546875,1409.5699462890625,805500000.0,1443.1261938476562,,Hold,False,1443.1261938476562,1449.3600463867188,1527.18994140625,1339.4000244140625,1433.2949829101562,1471.9887177246094,1414.263669970703,-6.233852539062582,Below,-1,30.9500732421875,33.84524936585434,,,,,
2000-05-08,1424.1700439453125,1432.6300048828125,1417.050048828125,1432.6300048828125,787600000.0,1444.9423950195312,,Hold,False,1444.9423950195312,1449.3600463867188,1527.18994140625,1339.4000244140625,1433.2949829101562,1473.8412429199218,1416.0435471191406,-4.4176513671875455,Below,-1,15.5799560546875,33.48356038939559,,,,,
2000-05-09,1412.1400146484375,1430.280029296875,1401.8499755859375,1424.1700439453125,896600000.0,1446.2241943359375,,Hold,False,1446.2241943359375,1449.3600463867188,1512.800048828125,1339.4000244140625,1426.1000366210938,1475.1486782226561,1417.2997104492188,-3.1358520507812955,Below,-1,28.4300537109375,33.3834909502182,,,,,
2000-05-10,1383.050048828125,1412.1400146484375,1375.1400146484375,1412.1400146484375,1006400000.0,1446.5567944335937,,Hold,False,1446.5567944335937,1449.3600463867188,1509.0799560546875,1339.4000244140625,1424.239990234375,1475.4879303222656,1417.6256585449219,-2.8032519531250273,Below,-1,37.0,33.45510499080794,,,,,
2000-05-11,1407.81005859375,1410.260009765625,1383.050048828125,1383.050048828125,953600000.0,1447.1291967773439,,Hold,False,1447.1291967773439,1449.3600463867188,1482.93994140625,1339.4000244140625,1411.1699829101562,1476.0717807128908,1418.186612841797,-2.2308496093749,Below,-1,27.2099609375,33.33143877193056,,,,,
2000-05-12,1420.9599609375,1430.1300048828125,1407.81005859375,1407.81005859375,858200000.0,1447.9131958007813,,Hold,False,1447.9131958007813,1449.3600463867188,1482.93994140625,1339.4000244140625,1411.1699829101562,1476.8714597167968,1418.9549318847658,-1.4468505859374545,Below,-1,22.3199462890625,33.11338941583416,,,,,
2000-05-15,1452.3599853515625,1452.3900146484375,1416.5400390625,1420.9599609375,854600000.0,1448.7769946289063,,Hold,False,1448.7769946289063,1452.39501953125,1482.93994140625,1346.5,1414.719970703125,1477.7525345214844,1419.8014547363282,-3.6180249023436772,Below,-1,35.8499755859375,33.16757924098472,,,,,
2000-05-16,1466.0400390625,1470.4000244140625,1450.760009765625,1452.3599853515625,955500000.0,1450.2721948242188,,Hold,False,1450.2721948242188,1454.530029296875,1482.93994140625,1375.1400146484375,1429.0399780273438,1479.2776387207032,1421.2667509277344,-4.257834472656214,Below,-1,19.6400146484375,32.89970667479567,,,,,
2000-05-17,1447.800048828125,1466.0400390625,1441.6700439453125,1466.0400390625,820500000.0,1452.1157958984375,,Hold,False,1452.1157958984375,1454.530029296875,1482.93994140625,1375.1400146484375,1429.0399780273438,1481.1581118164063,1423.0734799804686,-2.4142333984375455,Below,-1,24.3699951171875,32.730801495437085,,,,,
2000-05-18,1437.2099609375,1458.0400390625,1436.5899658203125,1447.800048828125,807900000.0,1453.52599609375,,Hold,False,1453.52599609375,1454.530029296875,1482.93994140625,1375.1400146484375,1429.0399780273438,1482.5965160156252,1424.455476171875,-1.0040332031248909,Below,-1,21.4500732421875,32.507420737946994,,,,,
2000-05-19,1406.949951171875,1437.2099609375,1401.739990234375,1437.2099609375,853700000.0,1453.6311962890625,,Hold,False,1453.6311962890625,1454.530029296875,1482.93994140625,1375.1400146484375,1429.0399780273438,1482.7038202148437,1424.5585723632812,-0.8988330078125273,Below,-1,35.469970703125,32.56608509369309,,,,,
2000-05-22,1400.719970703125,1410.550048828125,1368.72998046875,1406.949951171875,869000000.0,1453.7441967773439,,Hold,False,1453.7441967773439,1454.530029296875,1482.93994140625,1368.72998046875,1425.8349609375,1482.8190807128908,1424.669312841797,-0.7858325195311409,Below,-1,41.820068359375,32.74933228707293,,,,,
2000-05-23,1373.8599853515625,1403.77001953125,1373.4300537109375,1400.719970703125,869900000.0,1453.5489965820314,,Hold,False,1453.5489965820314,1454.530029296875,1482.93994140625,1368.72998046875,1425.8349609375,1482.619976513672,1424.4780166503906,-0.98103271484365,Below,-1,30.3399658203125,32.70162206000837,,,,,
2000-05-24,1399.050048828125,1401.75,1361.0899658203125,1373.8599853515625,1152300000.0,1454.3469970703125,,Hold,False,1454.3469970703125,1454.530029296875,1481.510009765625,1361.0899658203125,1421.2999877929688,1483.4339370117186,1425.2600571289063,-0.18303222656254547,Below,-1,40.6600341796875,32.85921437920994,,,,,
2000-05-25,1381.52001953125,1411.6500244140625,1373.9300537109375,1399.050048828125,984500000.0,1454.1345971679686,,Hold,False,1454.1345971679686,1454.530029296875,1481.510009765625,1361.0899658203125,1421.2999877929688,1483.217289111328,1425.0519052246093,-0.39543212890635004,Below,-1,37.719970703125,32.95546697968351,,,,,
2000-05-26,1378.02001953125,1391.4200439453125,1369.75,1381.52001953125,722600000.0,1452.5255981445312,,Hold,False,1452.5255981445312,1452.39501953125,1481.510009765625,1361.0899658203125,1421.2999877929688,1481.5761101074218,1423.4750861816406,0.13057861328115905,Above,1,21.6700439453125,32.731993256230616,,,,,
